ID,专利,商标,著作权
92055,0,0,0
92056,0,NA,0
92498,1,0,1
92848,0,1,0
92934,0,1,1
93227,1,1,1
93748,1,0,1
94202,0,1,1
94255,0,0,0
94762,0,1,1
94960,1,0,1
95114,1,0,0
95212,0,1,1
95360,0,1,1
96309,1,1,0
96613,0,1,1
97468,0,0,1
98138,1,0,1
98221,0,0,0
98387,1,1,0
98555,0,0,0
98675,0,0,0
98765,0,1,1
99073,0,0,0
99479,1,0,0
99730,0,1,1
99886,0,0,0
100027,0,0,0
100042,0,0,0
100779,0,1,0
101338,0,0,0
101426,0,0,0
101612,1,0,1
101681,1,1,0
101731,0,1,1
101998,0,0,0
102180,0,0,0
102472,0,0,0
102559,0,0,0
102647,1,1,1
102930,0,1,1
103226,1,0,1
103490,0,1,0
103775,0,0,0
103854,1,1,0
103995,1,0,1
104195,0,1,1
104231,1,0,1
104658,0,1,1
104733,0,0,0
105617,1,1,0
106297,0,0,0
106398,0,0,1
106587,0,NA,0
106777,0,0,0
106806,1,1,1
106825,0,1,1
108236,1,1,0
108333,0,0,0
108425,0,1,1
108500,1,1,1
108752,1,1,0
108843,1,0,1
108957,1,0,0
109200,0,1,0
109269,0,0,0
110098,0,1,1
110257,0,0,0
110319,1,1,1
110485,0,0,0
110894,1,0,1
111315,0,1,0
111989,1,0,1
112235,0,0,0
112355,0,0,0
113401,0,0,1
113605,0,0,0
114008,0,0,0
114098,0,0,0
114271,0,0,0
115186,0,0,0
115347,0,0,0
115400,1,0,1
115830,0,0,0
116537,1,0,1
116703,0,1,1
116880,1,0,1
117663,0,0,0
117696,0,0,0
117784,0,1,1
117956,0,0,0
117994,0,1,1
118267,1,0,0
118329,1,0,1
118379,1,0,0
119086,0,1,1
119212,0,0,1
119290,0,0,0
119549,0,1,1
119643,0,0,0
119937,1,NA,0
120494,0,0,0
120855,1,1,NA
121037,0,0,0
121486,0,1,1
121697,0,0,0
121730,0,0,0
121874,1,1,1
122082,1,0,1
122428,0,0,0
122891,0,1,1
122941,0,0,0
123134,0,0,0
124463,0,0,0
124640,1,1,0
124866,0,1,1
124919,0,1,0
125582,0,0,0
125653,0,0,0
125661,0,0,0
126114,0,1,1
126134,0,0,0
126152,0,0,1
126269,1,1,0
126602,0,0,0
126757,0,0,0
127496,1,1,1
127526,0,0,0
127780,0,1,1
127786,0,1,1
127861,0,1,1
128084,0,1,1
128120,0,0,0
129385,1,1,0
129544,0,1,1
130090,1,0,1
130350,1,0,1
130381,0,0,0
130503,0,1,1
130734,0,0,0
131230,1,0,1
131434,0,0,0
133079,0,1,1
133351,0,1,1
133530,1,1,0
133543,1,0,1
133740,0,1,0
133832,0,1,1
133855,0,0,1
133938,1,0,1
134044,0,0,0
134240,0,NA,0
134593,0,0,0
134886,1,1,0
135204,0,0,0
136542,0,0,1
136738,0,0,0
137098,0,0,0
137468,0,0,0
137905,0,0,0
137924,1,1,1
138050,1,1,1
139556,0,1,1
140279,0,1,1
140389,1,0,1
140634,0,0,0
140775,1,1,0
140924,1,1,0
141017,0,0,0
141156,0,0,0
141549,1,1,0
142751,1,1,1
142888,1,0,1
142997,0,0,0
143246,1,0,1
143308,0,0,0
144100,1,0,1
144148,1,0,1
145239,0,0,0
145279,0,0,0
145729,0,0,0
146763,0,0,0
146775,0,0,0
147123,0,0,1
147223,1,1,0
147402,0,0,0
147432,0,1,1
148063,0,0,0
148577,0,1,1
149167,0,1,1
149421,1,0,1
149439,0,0,0
150341,1,0,1
150488,NA,1,1
150511,0,0,0
150649,1,NA,0
151059,0,1,1
151262,0,0,0
152355,1,1,1
152405,1,1,0
152661,1,0,0
152700,0,0,1
152949,0,0,1
153245,0,1,1
153617,0,0,0
154697,0,1,1
154793,1,0,0
154802,0,0,1
155048,0,0,0
155195,1,1,1
155222,0,0,0
155338,NA,0,0
155776,1,0,0
155971,1,1,0
156776,0,1,1
157098,0,1,1
157259,1,1,1
157292,1,1,0
157507,0,1,1
157549,0,0,0
157582,0,0,0
157898,1,0,1
157901,0,0,0
158265,0,0,0
158326,0,0,1
158943,0,0,0
159018,0,1,1
159222,0,0,0
159532,1,0,0
159670,0,1,0
159819,0,0,0
159979,1,0,1
160388,0,0,0
160393,0,0,0
160527,0,1,1
160603,0,1,1
161013,0,0,0
161015,0,0,0
161276,1,0,1
161352,1,1,0
161830,0,0,0
162039,1,1,1
162061,0,1,1
162160,0,0,0
162722,0,1,1
162932,1,0,0
163753,0,1,1
164135,0,0,0
165221,0,1,1
165452,0,1,0
165789,0,0,0
166295,1,0,1
166419,1,1,0
166522,1,0,1
166571,1,0,0
166678,0,0,0
167215,1,1,0
167313,1,0,1
167374,0,0,0
167391,0,1,1
168005,1,1,0
168291,0,0,0
168666,0,0,0
169038,0,0,0
169052,0,0,0
169216,1,0,0
169222,0,0,1
169392,1,1,0
169435,0,0,0
169669,0,1,1
170165,0,0,0
170266,0,0,1
170320,0,0,0
170367,1,0,1
170613,1,0,1
170662,0,0,0
170763,0,0,0
171107,0,1,1
171609,0,1,1
172180,0,0,0
172537,1,0,NA
173266,1,0,1
173825,0,0,0
174318,0,0,0
174404,1,0,1
174540,0,0,0
174801,0,1,0
174936,0,0,0
175002,1,1,1
175257,1,1,1
176410,0,1,1
176679,0,1,0
176932,1,1,0
177192,1,1,1
177619,0,1,1
177755,0,1,1
177890,0,1,0
178133,1,0,1
178167,0,0,NA
178182,NA,1,0
178297,1,1,NA
178800,0,1,1
179011,0,1,0
179459,1,0,1
179597,0,0,0
179738,0,0,0
179810,0,0,0
180173,1,1,0
180188,0,1,1
180217,0,0,0
180534,0,1,0
180764,0,0,0
180964,1,1,0
181160,0,0,0
181178,1,1,0
181224,0,0,1
181387,0,0,0
181456,0,1,1
181618,1,0,1
181773,1,1,0
182027,1,1,0
182188,1,1,0
182312,0,0,0
182396,0,0,0
182709,0,0,0
182812,0,0,0
183338,0,1,1
183381,1,1,0
183537,0,1,1
183746,0,1,1
183841,1,1,1
184089,1,1,0
184187,0,1,0
184280,0,0,0
184350,1,1,1
184514,0,0,0
184636,1,0,1
185249,0,0,0
185487,0,0,0
185734,1,0,0
185858,0,0,1
186011,0,0,0
186350,0,1,1
186369,0,0,0
186927,1,1,1
187550,1,1,0
187613,1,0,1
187997,0,1,1
188459,0,0,0
188778,0,0,0
188922,0,0,1
188984,0,0,0
189366,0,0,0
189885,0,0,0
190347,0,1,1
190431,1,1,0
190457,1,0,0
190624,0,0,0
191145,1,1,0
191301,0,0,0
191558,0,1,1
191739,0,0,0
191994,0,1,0
192128,0,0,0
192347,0,0,0
192423,1,1,0
192434,0,NA,0
192521,0,0,0
192619,1,1,0
192706,1,1,1
193195,0,0,1
193594,1,1,1
193821,0,0,0
193857,0,0,0
194087,0,0,0
194267,1,0,1
194287,0,0,0
194979,0,0,0
195348,0,0,0
195420,0,0,0
195904,0,NA,1
196327,0,0,0
196559,0,1,1
196962,0,0,0
198109,0,0,0
198154,0,0,0
198315,0,0,0
198404,0,0,0
198586,1,1,1
198682,0,0,0
198777,1,0,1
199351,1,1,0
199845,1,1,0
199979,0,0,0
200834,0,0,0
201291,0,0,0
201502,0,0,0
202613,0,1,0
203064,0,0,0
203427,0,1,1
203516,0,0,0
203521,0,0,0
203664,NA,0,0
203738,0,0,0
203922,0,1,1
204446,0,1,1
204538,1,0,1
204540,0,0,0
205277,0,0,0
205301,0,NA,0
205936,1,0,0
206102,0,0,0
206364,0,0,0
206877,0,0,0
207215,0,0,0
207503,0,0,0
207648,0,0,0
207698,1,1,0
207889,1,1,1
207934,0,1,1
208002,0,1,1
208563,0,1,1
208764,1,1,0
208899,0,0,1
209221,1,0,1
209797,0,1,1
210213,1,0,1
210445,0,1,NA
210475,0,0,0
210828,1,1,1
210959,0,0,0
211424,0,1,0
211770,0,0,0
211804,0,0,0
212050,1,1,1
212943,1,1,1
213302,0,0,0
213495,0,0,0
213539,0,NA,0
213920,1,1,1
214131,0,1,1
214926,1,1,1
215080,0,1,1
215643,0,1,1
215659,0,0,0
215806,0,0,0
216126,0,0,0
216309,1,1,0
216739,1,1,0
216797,0,0,0
216809,0,0,0
216839,0,0,0
217231,0,0,0
218249,0,0,0
218287,0,0,0
218363,0,1,1
218468,1,0,1
218743,0,0,0
218775,1,1,1
218934,0,0,0
220196,1,0,1
220702,1,1,0
220707,1,1,1
221067,0,0,0
221679,0,0,0
221980,0,0,0
222067,0,0,0
222314,0,1,0
222373,1,0,1
222544,0,0,1
222813,0,0,0
222994,0,0,0
223117,0,0,0
223127,0,1,1
224144,1,1,0
224403,1,0,0
225135,0,0,0
225623,1,1,1
225685,0,0,0
225688,0,0,0
226020,0,0,0
226553,1,0,1
227264,1,0,0
227676,1,1,1
227915,0,1,1
228083,0,0,0
228152,0,0,0
228202,0,1,0
228488,0,NA,0
228589,0,0,0
228690,1,0,1
229050,1,0,1
229073,0,1,1
229815,0,0,0
229838,0,1,1
229921,1,0,1
230006,1,1,NA
230011,1,0,1
230371,1,0,0
230814,0,0,0
231080,1,0,1
231208,0,0,1
231265,0,0,0
231795,0,0,0
232094,0,1,1
232362,0,0,0
232969,1,0,1
233100,0,0,0
233450,1,1,1
233670,0,0,0
234156,0,0,0
234177,1,0,1
234667,0,0,0
234907,NA,0,0
235237,0,0,1
235627,0,0,0
235726,1,0,1
235783,1,1,1
235972,0,0,0
236129,0,0,0
236218,0,0,0
236239,1,1,0
236647,0,1,0
236972,0,0,0
237058,0,1,0
237308,1,1,0
237316,0,0,0
237324,0,0,0
237943,1,0,0
238126,0,0,0
238259,0,0,0
238458,1,0,1
238500,0,0,0
238656,0,0,0
238681,0,0,0
238766,0,0,0
239049,1,0,1
239308,1,0,1
239781,0,0,0
239838,0,0,0
239958,1,0,0
240653,0,1,1
241465,0,0,0
241600,0,0,0
241993,0,1,1
242181,1,1,0
243182,0,0,0
243184,0,0,1
243358,1,0,1
244241,1,1,1
244800,0,1,0
244895,0,0,0
245240,0,0,NA
245584,1,0,1
245625,0,0,0
246147,1,0,1
246156,0,0,0
246386,1,1,0
246642,0,0,1
246894,0,1,1
247032,0,0,1
247237,1,0,1
247277,1,1,0
247808,0,0,0
248222,0,0,0
248530,0,0,0
250053,0,1,1
250784,0,1,1
251097,0,1,1
251187,0,0,0
251479,0,0,0
251663,0,0,0
253067,0,0,0
253227,1,0,1
254097,0,0,0
254582,0,1,1
254924,0,0,0
255103,0,0,0
255538,0,0,0
255919,1,0,1
256183,0,0,0
256242,0,0,0
256317,1,1,1
256321,0,1,1
256335,0,0,0
256721,0,0,0
256816,1,1,0
259020,0,0,0
259271,0,0,0
259416,1,0,1
260392,1,1,1
260479,0,0,0
260525,0,0,0
260989,0,0,0
261247,0,1,1
261516,1,1,0
261583,0,0,0
261973,0,0,0
262063,0,1,1
262372,0,1,1
263434,0,1,1
263527,0,0,0
263715,1,0,0
263989,1,1,0
264089,0,1,1
264276,1,0,1
264280,0,0,0
264444,0,0,0
265128,0,0,0
265329,0,0,0
265393,1,1,1
265651,1,1,1
266075,0,0,0
266111,0,1,1
266803,1,0,1
266876,0,0,0
266982,1,0,0
267010,0,0,0
267258,1,0,1
267279,0,0,0
267664,1,1,1
267830,0,0,0
268492,0,0,0
268587,0,0,0
269044,0,0,0
269147,0,1,1
269179,1,1,1
269324,0,1,1
269507,0,0,0
269970,0,1,1
270343,0,1,1
270574,1,1,1
270878,0,0,0
271062,1,1,0
271545,0,0,0
272139,1,1,0
272928,0,0,0
272984,0,0,0
273554,0,0,0
274373,1,0,1
274421,0,1,1
274440,1,0,1
275128,0,0,0
275259,1,0,1
275328,0,1,1
275335,0,0,0
275510,0,0,0
275822,0,1,0
276033,0,1,0
276053,1,0,1
276664,1,1,0
277514,1,1,0
277580,0,1,1
277816,1,0,1
277829,0,0,0
278379,1,0,1
278589,0,1,1
278728,1,1,1
278939,1,1,1
278980,0,0,NA
279155,0,0,0
279253,1,0,1
279262,1,0,1
279438,0,0,0
279920,0,0,0
280574,1,0,1
281026,0,0,0
281327,0,1,1
282032,1,1,1
282161,0,0,0
282504,1,1,0
282526,0,1,1
282638,0,0,0
282834,0,0,0
283327,1,0,0
283360,1,1,0
283366,0,0,0
283792,1,1,0
284202,0,0,0
284443,0,0,0
284474,0,0,0
284567,0,0,0
284759,0,1,1
284938,0,0,0
285007,0,0,0
285565,0,0,0
285753,0,1,1
285905,0,0,0
285948,0,0,0
287365,0,0,0
287573,0,1,1
287790,0,1,1
288237,0,0,0
288470,0,0,1
288832,1,1,0
289201,0,0,0
289769,0,1,1
289858,1,1,1
290331,1,1,0
290479,1,1,0
290551,1,0,1
290563,0,0,1
291887,0,0,0
291994,0,0,1
292019,0,1,0
292308,0,0,0
292374,0,0,0
292787,0,0,0
293871,0,0,0
294642,1,0,1
294849,0,0,0
295008,0,0,0
295291,0,1,1
295404,0,0,0
295569,1,0,1
295584,0,0,0
295597,0,0,0
295671,1,1,1
295879,0,0,0
295911,1,1,0
296229,1,0,1
296321,1,1,0
296769,0,0,0
297023,1,1,1
297103,0,0,0
297338,0,0,0
297388,1,1,1
297400,0,0,0
297699,0,0,0
297722,1,1,0
297965,0,0,0
298041,1,0,1
298067,0,0,0
298329,1,1,1
298762,1,1,1
298855,0,0,0
299106,0,0,0
299242,0,0,0
299851,1,1,0
299860,0,0,0
300134,0,0,0
300433,0,0,0
300617,1,1,0
300674,0,0,0
300719,0,0,1
300895,1,0,1
300988,1,0,1
301135,1,1,1
301447,1,0,1
301777,0,1,0
302254,0,0,0
302282,1,1,1
302474,0,0,0
302923,0,1,0
303579,0,0,0
303736,0,0,0
303745,0,1,1
303772,0,0,0
303774,1,0,0
303881,0,0,0
304177,1,1,0
304520,0,0,0
304641,0,0,0
305045,1,1,1
305247,1,1,0
305525,1,0,1
305571,1,1,1
306099,1,0,1
306124,1,1,1
306337,1,0,0
307122,0,0,0
307341,1,0,1
307883,0,0,1
308094,0,0,0
308576,1,0,0
309120,1,1,1
310159,0,0,0
310399,0,NA,0
311183,1,1,0
311474,0,1,0
311574,0,0,0
311681,0,0,0
311829,1,0,0
312065,0,0,0
312296,1,1,1
312881,0,1,1
312898,0,0,0
313583,0,0,0
313591,1,0,0
313792,0,0,0
313828,0,1,1
314379,0,0,0
315523,0,0,0
315839,0,0,0
315984,0,1,1
316091,0,0,0
316102,0,0,0
316198,1,1,1
316814,1,0,1
317073,0,0,0
317433,0,1,1
318836,1,0,1
319059,0,0,0
319634,0,0,0
319758,1,0,1
319800,0,0,0
319805,0,0,0
319886,0,0,0
320037,0,1,1
320096,1,1,0
320117,0,0,0
320122,1,0,1
320393,1,0,0
320450,0,0,0
320733,1,1,1
320949,1,0,1
321193,0,0,0
321213,0,1,1
321298,0,1,1
321353,0,1,1
321869,1,0,1
322082,0,0,0
322093,0,0,0
322503,0,0,0
322579,0,0,0
322757,1,0,0
322822,0,0,0
322951,0,1,1
323091,0,0,1
323143,1,1,NA
323330,0,0,0
324435,0,0,0
325437,1,0,1
325520,1,1,0
325797,0,0,0
325830,0,0,1
326045,0,0,0
326145,0,0,0
326192,1,0,1
326212,0,0,0
326262,1,0,0
326301,1,0,0
326570,0,1,1
326592,1,1,0
326766,0,0,0
326904,0,0,0
327050,0,0,0
327066,0,0,0
327777,0,0,0
328602,0,0,0
328733,1,0,1
329888,0,0,0
330710,0,0,0
330938,1,1,0
331679,0,0,0
332110,1,0,1
332467,0,0,0
332561,0,0,0
332713,1,0,0
332900,0,0,0
332909,0,0,0
333160,0,0,0
333649,0,0,0
333686,0,0,0
333939,0,0,1
334294,0,0,1
334371,0,1,1
334425,1,1,1
334774,0,1,1
335117,0,1,1
335479,0,0,0
335732,1,1,0
335804,0,0,0
335960,0,NA,NA
336838,0,0,0
336903,1,0,0
337041,1,0,0
337136,0,NA,0
337199,0,0,1
337284,1,1,1
337868,0,1,1
337891,1,1,0
338108,1,0,1
338353,0,0,0
338850,1,1,0
338890,0,1,1
338914,0,0,0
338941,0,0,0
339271,1,1,0
339503,0,1,1
339830,1,0,0
340945,1,0,1
341216,0,0,0
341291,0,0,0
341319,0,1,1
341353,1,1,0
342157,1,1,1
342293,0,1,1
342424,0,0,0
343357,0,1,1
343435,1,0,1
344337,0,1,1
344805,0,1,1
345331,0,0,1
345387,0,0,0
345435,1,0,1
346354,0,1,1
346681,0,0,0
347503,0,0,0
347730,1,0,1
347934,1,1,0
348217,0,0,0
348627,1,1,1
348889,0,0,0
349055,0,0,0
349360,0,0,0
349727,0,0,0
349793,1,0,1
349982,0,0,0
350465,1,0,0
350597,0,1,1
351033,1,1,1
351262,1,0,1
351630,0,0,0
351649,1,0,1
351668,0,0,0
351757,1,0,0
351839,0,0,0
352282,1,1,0
352567,0,0,0
352981,0,0,0
353290,0,1,1
353415,0,1,1
353625,0,0,0
353693,0,0,0
353748,0,0,0
354033,0,0,0
354139,0,0,0
354471,1,1,0
354495,0,1,1
354593,0,0,1
354600,0,0,0
354722,1,1,1
354776,0,0,0
355715,0,1,0
356237,0,0,0
356879,0,0,0
357070,0,1,0
358248,1,1,1
358303,0,0,0
358522,0,0,0
358610,0,1,1
358665,0,0,0
359359,0,0,NA
359607,0,1,1
359665,1,0,0
360011,0,0,0
360213,0,0,0
360298,1,0,0
360681,0,0,0
361115,0,0,0
361470,0,0,0
361540,0,0,0
362286,1,1,1
362433,1,1,1
362802,0,0,0
362853,0,0,0
363087,NA,1,0
363114,0,0,0
363448,0,0,0
363985,0,0,0
364020,1,1,0
364140,1,1,1
364332,0,0,0
365213,0,1,1
365488,0,1,1
365611,0,0,0
366153,1,1,0
366165,0,0,0
366300,0,1,1
366545,1,0,1
367050,0,0,0
367305,0,0,1
367815,0,0,0
367969,0,0,0
368489,0,0,0
368688,0,0,0
368963,1,1,0
369041,0,0,0
369142,0,0,0
369287,0,1,1
369469,0,0,0
369536,0,0,1
370940,1,1,0
371150,1,1,0
371211,0,0,1
371832,0,0,0
372305,0,NA,0
372487,0,0,0
372952,0,0,0
373771,0,1,0
374122,0,1,0
374361,0,0,0
374449,0,0,1
374458,0,0,0
374827,1,0,1
374863,0,0,0
375250,1,0,0
375681,0,0,0
375687,1,1,0
376133,1,0,0
376252,1,1,1
376459,0,1,0
376980,1,0,1
377032,0,1,1
377117,0,0,0
377202,0,0,0
377520,0,0,0
377556,1,0,1
377904,0,1,1
377914,0,0,0
377922,1,0,1
378165,0,0,0
378572,0,0,0
379033,1,1,0
379513,0,0,0
379529,0,0,0
380116,0,1,1
380312,0,0,0
380468,0,0,0
380520,0,1,1
380672,1,0,0
380944,1,0,1
380972,1,0,1
380989,1,0,0
381294,0,0,0
381716,1,1,1
382219,1,0,1
382579,0,1,0
383597,0,1,1
383676,0,0,0
383914,0,1,1
384415,0,1,1
385416,1,0,0
385528,0,0,NA
385624,0,0,0
385806,1,1,0
385935,0,1,1
386119,0,0,0
387076,0,0,0
387139,0,0,0
387195,1,0,0
387260,0,1,0
387291,0,0,0
387929,0,0,0
388148,0,0,0
388260,0,0,0
388291,1,0,0
388490,0,0,0
388612,0,1,1
388864,0,1,1
388873,1,0,0
389047,0,0,0
389740,0,0,0
390000,0,0,0
390214,0,0,0
391282,0,0,0
391390,0,1,1
391437,0,0,0
391739,1,1,0
391970,0,0,0
392198,0,1,1
392271,0,0,0
392631,1,0,1
392740,0,0,0
392802,0,0,0
392866,0,1,1
392918,1,0,1
393286,1,1,1
393851,1,1,1
394348,NA,0,0
394512,0,NA,0
394576,0,0,0
394605,1,0,1
395004,0,0,0
395096,0,0,0
395227,1,1,1
396175,1,1,0
396286,0,0,0
396328,0,0,0
396836,1,0,1
396851,0,0,0
396882,0,0,0
397291,0,0,0
397558,1,0,1
397683,0,0,0
398064,0,0,0
398179,0,0,0
398962,0,0,0
399084,0,0,1
399317,0,0,0
399368,0,0,NA
399779,0,0,0
399793,1,1,0
399973,0,1,1
400290,0,0,0
400708,1,NA,1
400734,0,0,0
401454,0,0,0
401880,0,1,1
402113,1,0,1
402700,1,0,1
403209,0,0,0
404577,0,0,0
404791,1,1,0
404884,1,0,1
404969,0,0,0
405074,0,0,0
405088,1,NA,0
405177,1,0,1
405318,1,1,0
405352,0,0,0
405571,1,0,1
405953,0,0,0
406156,0,0,0
406426,0,0,0
406814,0,0,1
407492,0,NA,1
407790,0,0,0
408702,0,0,0
408781,NA,0,1
408877,0,1,1
409070,0,1,1
409131,0,0,1
409177,0,0,1
409191,0,0,0
409546,1,0,1
410312,0,0,0
410482,0,1,1
411022,0,0,0
411159,0,1,1
411449,0,1,1
412100,0,0,0
412265,0,0,0
412693,0,0,0
412868,0,1,1
412950,1,0,1
412973,1,1,0
413277,0,0,0
413323,1,0,1
413812,1,1,1
413995,1,1,0
414004,0,0,1
414233,1,0,0
414988,0,0,0
415091,0,1,0
415107,0,0,0
415303,1,0,1
415641,1,1,0
415739,0,0,0
415865,0,0,1
415953,0,0,0
416127,0,0,0
416836,0,1,1
417036,1,1,0
417057,0,0,0
417415,1,1,1
418101,1,1,0
418444,1,0,1
418716,0,0,1
418981,0,0,0
419175,0,0,0
420031,1,1,1
420068,0,0,0
420409,0,0,0
420516,1,1,1
420765,0,0,0
421068,0,1,1
421114,0,0,0
421235,0,0,0
421584,0,0,0
421786,1,0,1
421886,0,1,1
421941,0,0,1
422364,1,1,1
422463,1,0,1
423047,0,0,0
423254,0,1,0
423858,0,0,0
423909,0,0,0
423920,0,0,0
424042,1,0,1
424194,0,1,1
424295,0,1,0
424435,0,0,0
425343,0,0,0
425799,0,0,0
426029,0,1,0
426053,0,0,0
426187,0,0,0
426376,0,1,0
426439,0,1,0
426617,1,1,1
426619,0,0,0
427080,1,1,1
427295,0,0,0
427420,0,1,1
427587,1,0,1
428087,1,1,NA
428177,1,1,0
428206,0,0,0
428334,0,0,0
428476,0,0,1
