ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
5978216,2015,146,60600,117160,18180,9090,7272,3636,7272,-56560
5978217,2015,217,80280,37910,32112,19267.2,3211.2,12844.8,19267.2,42370
5978218,2015,813,95800,91010,28740,20118,11496,0,17244,4790
5978219,2015,675,143600,136420,516960,310176,258480,-51696,0,7180
5978221,2015,204,3850,7480,6160,3080,1848,616,2464,-3630
5978222,2015,501,450840,884340,2028780,1217268,1014390,405756,1217268,-433500
5978223,2015,694,134860,193095,606870,485496,303435,-60687,0,-58235
5978224,2015,601,49100,44190,4910,2455,982,0,1964,4910
5978225,2015,587,56000,54600,168000,134400,67200,67200,33600,1400
5978226,2015,429,15520,20370,48112,19244.8,24056,19244.8,19244.8,-4850
5978227,2015,479,55900,53750,245960,122980,98384,98384,98384,2150
5978228,2015,441,40000,45000,4000,NA,400,1200,800,NA
5978229,2015,641,118020,54795,554694,221877.6,221877.6,166408.2,221877.6,63225
5978230,2015,833,214800,102925,150360,120288,15036,30072,30072,111875
5978232,2015,25,47440,62265,189760,94880,56928,37952,75904,-14825
5978234,2015,894,92100,44515,294720,235776,58944,58944,117888,47585
5978235,2015,42,123750,60500,74250,59400,37125,0,44550,63250
5978236,2015,506,52440,65550,246468,123234,73940.4,49293.6,147880.8,-13110
5978237,2015,716,303680,595680,1032512,619507.2,309753.6,413004.8,413004.8,-292000
5978239,2015,605,9150,17080,18300,12810,NA,0,10980,-7930
5978240,2015,215,42000,81900,67200,40320,33600,26880,40320,-39900
5978242,2015,429,47970,42640,100737,70515.9,30221.1,0,60442.2,5330
5978243,2015,456,125100,241860,50040,20016,15012,10008,10008,-116760
5978244,2015,198,51840,97920,134784,80870.4,67392,13478.4,80870.4,-46080
5978245,2015,311,46200,85800,115500,92400,23100,0,46200,-39600
5978246,2015,111,165760,81400,149184,104428.8,59673.6,0,29836.8,84360
5978247,2015,110,19080,15900,59148,47318.4,5914.8,-5914.8,0,3180
5978248,2015,892,288000,284160,1267200,633600,506880,0,506880,3840
5978249,2015,442,141900,278640,297990,119196,119196,89397,59598,NA
5978251,2015,384,148250,213480,459575,183830,183830,0,275745,-65230
5978252,NA,72,35750,51480,117975,47190,58987.5,47190,23595,-15730
5978253,2015,130,392600,579840,1531140,765570,765570,-153114,0,-187240
5978254,2015,194,73360,35370,117376,93900.8,11737.6,46950.4,70425.6,37990
5978255,2015,193,64000,91200,19200,9600,7680,7680,3840,-27200
5978256,2015,740,5630,0,25898,12949,2589.8,0,10359.2,5630
5978257,2015,450,133980,194880,656502,525201.6,262600.8,262600.8,131300.4,-60900
5978258,2015,519,129360,60060,90552,63386.4,9055.2,-9055.2,0,69300
5978259,2015,57,92500,133200,333000,133200,166500,33300,133200,-40700
5978262,2015,481,75200,142880,376000,188000,75200,112800,150400,-67680
5978265,2015,747,7920,5280,26136,18295.2,7840.8,5227.2,5227.2,2640
5978267,2015,491,358560,348600,1254960,878472,376488,250992,250992,9960
5978269,2015,494,16440,4110,16440,11508,3288,1644,9864,12330
5978270,2015,87,114360,157245,102924,41169.6,20584.8,0,20584.8,-42885
5978271,2015,923,46130,39540,133777,107021.6,26755.4,26755.4,26755.4,6590
5978272,2015,46,356400,173745,926640,370656,185328,0,370656,182655
5978273,2015,990,103680,49680,10368,6220.8,1036.8,0,4147.2,54000
5978274,2015,77,25600,11200,94720,56832,9472,28416,56832,14400
5978275,2015,27,299880,145775,779688,311875.2,77968.8,233906.4,155937.6,154105
5978276,2015,994,12600,4725,63000,25200,12600,0,37800,7875
5978277,2015,746,35910,15960,165186,66074.4,49555.8,16518.6,33037.2,19950
5978279,2015,690,19040,21420,1904,1523.2,952,571.2,1142.4,-2380
5978280,2015,503,11200,5320,22400,15680,8960,0,13440,5880
5978281,2015,989,171750,84730,188925,94462.5,94462.5,56677.5,75570,87020
5978284,2015,554,201080,287910,1005400,402160,402160,100540,NA,-86830
5978285,2015,313,119250,111300,274275,219420,27427.5,82282.5,109710,7950
5978286,2015,332,109350,213840,481140,192456,144342,0,192456,-104490
5978287,2015,939,10560,4840,22176,13305.6,8870.4,6652.8,4435.2,5720
5978288,2015,977,1100,1980,1210,847,242,0,484,-880
5978289,2015,620,411300,804320,1686330,1180431,843165,674532,1011798,NA
5978290,2015,466,200960,194680,160768,64307.2,48230.4,48230.4,32153.6,6280
5978291,2015,553,187600,91455,131320,NA,13132,52528,52528,96145
5978292,2015,903,117900,170955,11790,8253,4716,0,4716,-53055
5978294,2015,353,91420,127335,429674,257804.4,214837,85934.8,NA,-35915
5978295,2015,247,210000,310500,966000,676200,483000,386400,193200,-100500
5978296,2015,506,10080,18900,10080,4032,2016,-1008,0,-8820
5978298,2015,552,4230,0,2961,2368.8,592.2,-296.1,0,4230
5978299,2015,267,75450,70420,294255,235404,88276.5,0,117702,5030
5978300,2015,930,152400,148590,701040,420624,210312,280416,140208,3810
5978301,2015,528,22080,40480,13248,10598.4,2649.6,5299.2,7948.8,-18400
5978303,2015,179,219200,320580,219200,175360,109600,0,87680,-101380
5978304,2015,54,107580,156480,473352,236676,142005.6,94670.4,284011.2,-48900
5978305,2015,893,61700,111060,37020,25914,14808,3702,14808,-49360
5978306,2015,98,101760,146280,30528,12211.2,9158.4,6105.6,12211.2,-44520
5978307,2015,282,8290,0,1658,829,331.6,663.2,663.2,8290
5978308,2015,750,223410,324960,826617,578631.9,247985.1,247985.1,330646.8,-101550
5978309,2015,651,17360,15190,31248,18748.8,12499.2,-3124.8,0,2170
5978310,2015,885,100400,48945,70280,49196,35140,7028,42168,51455
5978312,2015,255,23520,32340,94080,56448,47040,37632,37632,-8820
5978313,2015,574,155400,301920,777000,621600,77700,310800,466200,-146520
5978314,2015,420,155840,73050,561024,280512,112204.8,0,224409.6,82790
5978315,2015,257,7560,13860,33264,16632,9979.2,0,6652.8,-6300
5978316,2015,915,446250,660450,1785000,1428000,714000,714000,1071000,-214200
5978317,2015,782,127800,242820,396180,158472,118854,118854,237708,-115020
5978319,2015,479,211140,203320,126684,76010.4,38005.2,-12668.4,0,7820
5978320,2015,198,123360,57825,61680,37008,18504,18504,12336,65535
5978321,2015,223,18720,NA,76752,38376,15350.4,23025.6,15350.4,10140
5978322,2015,901,15820,20340,20566,8226.4,10283,-2056.6,0,-4520
5978323,2015,628,214200,103530,963900,674730,289170,289170,385560,110670
5978324,2015,740,100320,147345,491568,196627.2,98313.6,196627.2,98313.6,-47025
5978325,2015,636,53160,44300,196692,118015.2,39338.4,19669.2,78676.8,8860
5978326,2015,683,107800,211680,301840,150920,60368,60368,181104,-103880
5978327,2015,538,11160,5580,54684,43747.2,21873.6,5468.4,32810.4,5580
5978329,2015,48,26640,25160,82584,66067.2,16516.8,0,49550.4,1480
5978330,2015,892,3460,0,9342,5605.2,934.2,-934.2,0,3460
5978331,2015,20,6160,5600,10472,6283.2,2094.4,-1047.2,0,560
5978332,2015,80,48300,86940,28980,17388,14490,2898,11592,-38640
5978333,2015,969,134160,258000,536640,268320,214656,53664,321984,-123840
5978334,2015,711,393600,191880,629760,440832,251904,0,251904,201720
5978335,2015,43,238080,228160,738048,369024,221414.4,295219.2,147609.6,9920
5978336,2015,953,280800,273000,393120,196560,157248,0,157248,7800
5978337,2015,862,357600,703280,750960,300384,375480,NA,0,-345680
5978338,2015,282,200900,396060,40180,32144,4018,4018,16072,-195160
5978339,2015,854,11600,4640,19720,15776,9860,3944,11832,6960
5978340,2015,774,105930,144450,169488,135590.4,84744,-16948.8,0,-38520
5978341,2015,257,29940,12475,17964,7185.6,3592.8,1796.4,3592.8,NA
5978342,2015,917,199500,393680,598500,299250,239400,119700,359100,-194180
5978343,2015,379,12980,5900,31152,24921.6,12460.8,6230.4,12460.8,7080
5978345,2015,280,114400,55900,171600,120120,51480,17160,34320,58500
5978346,2015,663,4330,0,9093,5455.8,2727.9,-909.3,0,4330
5978347,2015,326,304640,295120,639744,383846.4,255897.6,255897.6,383846.4,9520
5978348,2015,837,76860,36295,230580,92232,46116,69174,46116,40565
5978349,2015,205,NA,106400,153900,61560,30780,NA,30780,-49400
5978350,2015,890,306000,297500,489600,244800,244800,195840,293760,8500
5978351,2015,108,28760,21570,54644,27322,16393.2,5464.4,32786.4,7190
5978352,2015,664,9200,13800,41400,24840,12420,16560,24840,-4600
5978353,NA,241,210600,413100,273780,191646,27378,-27378,0,-202500
5978354,2015,753,30400,45600,145920,116736,43776,14592,87552,-15200
5978355,2015,711,554400,546480,1496880,748440,299376,-149688,0,7920
5978356,2015,745,582400,287040,1397760,698880,419328,279552,279552,295360
5978357,2015,48,48330,64440,125658,87960.6,62829,50263.2,75394.8,-16110
5978358,NA,527,6960,9135,4176,1670.4,1252.8,-417.6,0,-2175
5978359,2015,872,55500,26825,205350,102675,41070,20535,41070,28675
5978360,2015,142,65160,86880,280188,112075.2,112075.2,0,168112.8,-21720
5978361,2015,408,49560,41300,29736,11894.4,11894.4,2973.6,17841.6,8260
5978362,2015,344,37760,56640,105728,42291.2,31718.4,0,42291.2,-18880
5978363,2015,674,275940,404055,496692,397353.6,149007.6,198676.8,298015.2,-128115
5978364,2015,566,53520,46830,85632,34252.8,42816,25689.6,17126.4,6690
5978365,2015,395,121000,116160,423500,338800,127050,-42350,0,4840
5978366,2015,317,124380,234940,24876,12438,2487.6,2487.6,14925.6,-110560
5978367,2015,839,86760,79530,433800,216900,216900,130140,173520,7230
5978368,2015,943,237300,114695,379680,227808,151872,151872,151872,122605
5978371,2015,908,8700,7250,1740,870,522,696,1044,1450
5978372,2015,166,553150,816960,2378545,1664981.5,237854.5,-237854.5,0,-263810
5978373,2015,355,46200,41580,64680,38808,6468,25872,38808,4620
5978374,2015,250,95480,NA,105028,42011.2,31508.4,31508.4,63016.8,51150
5978375,2015,428,146250,71250,731250,292500,146250,-73125,0,75000
5978376,2015,759,37080,61800,37080,22248,18540,0,7416,-24720
5978377,2015,759,227520,110600,477792,334454.4,191116.8,191116.8,95558.4,116920
5978379,2015,873,16890,16890,37158,26010.6,7431.6,3715.8,22294.8,0
5978380,2015,289,102960,200640,226512,135907.2,22651.2,67953.6,135907.2,-97680
5978382,2015,734,36240,52095,57984,23193.6,11596.8,5798.4,23193.6,-15855
5978383,2015,968,370920,543735,1706232,1194362.4,170623.2,170623.2,341246.4,-172815
5978385,2015,157,106750,155550,42700,25620,8540,0,17080,-48800
5978387,2015,512,59020,56750,141648,113318.4,14164.8,28329.6,28329.6,2270
5978388,2015,485,101360,47060,182448,127713.6,18244.8,72979.2,72979.2,54300
5978389,2015,20,500,600,2300,1610,920,920,460,-100
5978390,2015,870,211200,205920,781440,547008,156288,234432,NA,5280
5978391,2015,162,537600,1057280,2204160,1763328,1102080,220416,881664,-519680
5978392,2015,642,285000,551000,1168500,934800,233700,350550,467400,-266000
5978393,2015,46,58080,106480,214896,128937.6,85958.4,-21489.6,0,-48400
5978394,2015,130,41300,81420,12390,9912,6195,0,7434,-40120
5978395,2015,366,126900,122200,456840,319788,182736,91368,182736,4700
5978397,2015,40,5600,5600,5040,2520,2016,504,3024,0
5978400,2015,435,270300,522580,702780,562224,70278,281112,421668,-252280
5978402,2015,686,2730,1820,10374,5187,1037.4,NA,2074.8,910
5978403,2015,489,198480,285315,913008,730406.4,365203.2,273902.4,547804.8,-86835
5978404,2015,947,26040,9765,20832,12499.2,8332.8,8332.8,4166.4,16275
5978406,2015,213,3180,3975,9540,6678,3816,2862,5724,-795
5978407,2015,367,49140,45630,216216,129729.6,108108,0,43243.2,3510
5978408,2015,267,37760,16520,173696,69478.4,86848,52108.8,104217.6,21240
5978409,2015,243,15420,5140,66306,26522.4,33153,26522.4,26522.4,10280
5978410,2015,135,60840,89505,54756,32853.6,10951.2,16426.8,21902.4,-28665
5978411,2015,789,NA,5880,6720,3360,1344,-672,0,-2520
5978413,2015,593,169440,243570,220272,110136,44054.4,66081.6,132163.2,-74130
5978414,2015,299,173600,164920,850640,680512,170128,340256,510384,8680
5978415,2015,634,34560,31680,13824,6912,6912,-1382.4,0,2880
5978417,2015,650,2760,2760,3864,1545.6,1545.6,0,772.8,0
5978418,2015,617,157360,303480,629440,377664,251776,125888,251776,-146120
5978419,2015,869,19200,18240,59520,23808,17856,11904,11904,960
5978420,2015,605,124600,60075,224280,89712,22428,0,89712,64525
5978421,2015,583,97800,91280,371640,148656,111492,111492,222984,6520
5978423,2015,632,597000,1174100,NA,877590,501480,0,501480,-577100
5978424,2015,287,114180,54495,502392,301435.2,200956.8,0,301435.2,59685
5978425,2015,291,48600,23760,228420,114210,22842,22842,91368,24840
5978426,2015,335,76640,143700,252912,101164.8,126456,0,101164.8,-67060
5978428,2015,995,96480,88440,356976,178488,35697.6,107092.8,214185.6,8040
5978429,2015,315,56760,77400,272448,108979.2,108979.2,108979.2,54489.6,-20640
5978430,2015,772,100540,143955,392106,235263.6,117631.8,156842.4,78421.2,-43415
5978431,2015,497,251700,364965,805440,483264,161088,-80544,0,-113265
5978432,2015,156,172480,334180,810656,405328,405328,0,162131.2,-161700
5978435,2015,191,30000,59200,48000,19200,14400,0,9600,-29200
5978436,2015,844,33750,13500,77625,54337.5,31050,31050,15525,20250
5978437,2015,155,101280,97060,506400,354480,253200,50640,303840,4220
5978438,2015,724,40500,58500,137700,110160,68850,55080,82620,-18000
5978439,2015,640,187220,178710,18722,14977.6,7488.8,0,3744.4,8510
5978440,2015,596,7260,9075,10164,6098.4,4065.6,1016.4,6098.4,NA
5978441,2015,888,382480,375650,1491672,1193337.6,447501.6,149167.2,596668.8,6830
5978443,2015,645,21320,9840,93808,56284.8,37523.2,37523.2,18761.6,11480
5978444,2015,233,233040,446660,46608,27964.8,13982.4,4660.8,27964.8,-213620
5978445,2015,963,78880,36975,157760,94656,78880,47328,31552,41905
5978446,2015,91,211680,203840,677376,541900.8,338688,203212.8,270950.4,7840
5978447,2015,858,35840,50400,35840,14336,14336,10752,14336,-14560
5978448,2015,220,9160,10305,916,549.6,274.8,-91.6,0,-1145
5978449,2015,706,500240,735930,1950936,1560748.8,780374.4,585280.8,390187.2,-235690
5978450,2015,356,37840,16555,151360,60544,45408,15136,30272,21285
5978453,2015,21,258000,374100,464400,232200,232200,0,185760,-116100
5978454,2015,617,52200,101500,15660,12528,1566,1566,9396,-49300
5978455,2015,180,48400,22990,101640,60984,30492,40656,60984,25410
5978457,2015,815,36640,16030,168544,84272,16854.4,16854.4,101126.4,20610
5978458,2015,788,79830,141920,335286,134114.4,167643,100585.8,201171.6,-62090
5978459,2015,675,76080,133140,136944,54777.6,54777.6,0,82166.4,-57060
5978462,2015,646,12960,6300,31104,15552,3110.4,3110.4,18662.4,6660
5978464,2015,323,75400,35815,173420,86710,69368,34684,104052,39585
5978465,2015,537,31070,43020,139815,111852,27963,27963,27963,-11950
5978466,2015,324,52320,47960,31392,15696,6278.4,-3139.2,0,4360
5978467,2015,153,38480,50505,34632,17316,3463.2,6926.4,6926.4,-12025
5978468,2015,417,48480,60600,164832,115382.4,32966.4,16483.2,65932.8,-12120
5978469,2015,125,89520,82060,35808,14323.2,10742.4,0,7161.6,7460
5978470,2015,650,333360,648200,1400112,700056,560044.8,420033.6,560044.8,-314840
5978471,2015,299,255360,250040,612864,306432,122572.8,0,367718.4,5320
5978472,2015,95,142450,139860,327635,196581,98290.5,98290.5,65527,2590
5978473,2015,934,5280,3520,7920,6336,1584,-792,0,1760
5978474,2015,888,61320,28470,208488,166790.4,62546.4,20848.8,125092.8,32850
5978475,2015,439,426150,833360,596610,238644,178983,59661,357966,-407210
5978476,2015,439,141570,275880,594594,475675.2,237837.6,178378.2,NA,-134310
5978477,2015,719,216000,103500,367200,183600,73440,110160,73440,112500
5978478,2015,969,220500,322875,529200,370440,105840,211680,317520,-102375
5978479,2015,101,NA,128040,104760,73332,52380,0,62856,-40740
5978480,2015,859,27600,52440,69000,48300,27600,27600,27600,-24840
5978482,2015,801,303600,148005,941160,470580,188232,282348,188232,155595
5978483,2015,842,116820,220660,490644,343450.8,196257.6,147193.2,98128.8,-103840
5978486,2015,107,NA,45360,141696,56678.4,42508.8,28339.2,56678.4,-10800
5978487,2015,812,9600,4800,26880,18816,10752,10752,10752,4800
5978488,2015,234,13980,23300,16776,13420.8,5032.8,5032.8,3355.2,-9320
5978489,2015,372,63200,82950,75840,37920,30336,30336,30336,-19750
5978490,2015,756,NA,74790,398880,319104,159552,-39888,0,8310
5978491,2015,693,87450,128790,131175,52470,13117.5,52470,52470,-41340
5978494,2015,25,5600,2625,16800,13440,8400,0,3360,2975
5978495,2015,231,13440,25920,40320,16128,16128,16128,16128,-12480
5978496,NA,927,303660,444645,1336104,668052,133610.4,133610.4,267220.8,-140985
5978497,2015,510,103680,201600,114048,79833.6,11404.8,45619.2,45619.2,-97920
5978499,2015,973,22260,31800,82362,65889.6,32944.8,8236.2,49417.2,-9540
5978501,2015,251,175600,83410,491680,344176,98336,49168,98336,92190
5978503,2015,219,361920,705280,108576,43430.4,10857.6,-10857.6,0,-343360
5978505,2015,367,61380,87885,147312,58924.8,29462.4,0,29462.4,-26505
5978506,2015,414,20560,15420,90464,54278.4,18092.8,18092.8,54278.4,5140
5978507,2015,528,10620,13275,36108,25275.6,18054,10832.4,21664.8,-2655
5978509,2015,216,4080,5440,17544,14035.2,7017.6,5263.2,NA,-1360
5978510,2015,766,114870,218800,447993,313595.1,179197.2,-44799.3,0,-103930
5978511,2015,742,223080,436020,736164,441698.4,294465.6,-73616.4,0,-212940
5978512,2015,979,12950,16650,6475,2590,3237.5,0,2590,-3700
5978514,2015,247,238350,463080,1120245,NA,336073.5,112024.5,224049,-224730
